radius,density,mass,gravity
5877.667,3.84138,5.172803270893599e+24,9.99359466477901
5891.0,3.82458,5.195039904471487e+24,9.991175002707635
5904.333,3.80777,5.217279487033354e+24,9.9886808964569
5917.667,3.7909699999999997,5.239523032239555e+24,9.986111981904855
5931.0,3.7741599999999997,5.261766542416386e+24,9.983468470576264
5944.333,3.7573600000000003,5.28401101769208e+24,9.980749993777266
5957.667,3.7405500000000003,5.30625746290993e+24,9.97795617633951
5971.0,3.72375,5.328501870951109e+24,9.975087269283527
5971.0,3.54326,5.328501870951109e+24,9.975087269283527
5984.846,3.535,5.350507385823598e+24,9.969990213521436
5998.692,3.52673,5.372563328325414e+24,9.964927407621598
6012.538,3.51846,5.39466942541729e+24,9.959898036978363
6026.385,3.51019,5.416827037350002e+24,9.954900997617445
6040.231,3.50192,5.43903271851122e+24,9.949936272051866
6054.077,3.49365,5.461287818479867e+24,9.945002764041174
6067.923,3.4853899999999998,5.483592120643822e+24,9.940099809121772
6081.769,3.4771199999999998,5.505945375069188e+24,9.93522669284899
6095.615,3.4688499999999998,5.528347297916229e+24,9.930382650950518
6109.462,3.4605799999999998,5.550799260760835e+24,9.925566642015136
6123.308,3.4523099999999998,5.573297765545121e+24,9.92077867137918
6137.154,3.4440399999999998,5.59584417317688e+24,9.916017704332242
6151.0,3.4357800000000003,5.618438257995742e+24,9.911283124058452
6151.0,3.3594899999999996,5.618438257995742e+24,9.911283124058452
6165.0,3.3610100000000003,5.640855854378924e+24,9.90568615016783
6179.0,3.36253,5.663385684546511e+24,9.900234280620278
6193.0,3.36405,5.686028072766696e+24,9.89492628540199
6207.0,3.36558,5.70878337743575e+24,9.889761006932964
6221.0,3.3670999999999998,5.731651923756576e+24,9.884737242461608
6235.0,3.36862,5.75463400312788e+24,9.879853744145894
6249.0,3.3701399999999997,5.777729941076452e+24,9.875109336290812
6263.0,3.37166,5.800940063443554e+24,9.870502856327096
6277.0,3.3731799999999996,5.82426469638493e+24,9.866033154635776
6291.0,3.37471,5.847704201106848e+24,9.861699152955104
6309.533,3.3767199999999997,5.878910302645003e+24,9.856168632889663
6328.067,3.37873,5.910320657389305e+24,9.850870954163007
6346.6,3.38075,5.941932682311217e+24,9.845804229018778
6346.6,2.9,5.941932682311217e+24,9.845804229018778
6356.0,2.9,5.955751186946149e+24,9.839533134659135
6356.0,2.6,5.955751186946149e+24,9.839533134659135
6368.0,2.6,5.971620273041337e+24,9.828603106110354
6368.0,1.02,5.971620273041337e+24,9.828603106110354
6371.0,1.02,5.973180335486754e+24,9.821914294127223
